locality,region,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Forest,Brussels,APARTMENT,APARTMENT,225000,residential_sale,1,,None,No,No,No,,No,,61,,,No,None
Berchem,Flanders,APARTMENT,APARTMENT,229000,residential_sale,2,,None,No,Yes,No,,No,,74,,,No,None
Ophain-Bois-Seigneur-Isaac,Wallonie,APARTMENT,APARTMENT,528000,residential_sale,3,,None,No,Yes,Yes,31,Yes,,116,,,No,None
Kapellen,Flanders,HOUSE,HOUSE,350000,residential_sale,5,28,No,No,Yes,No,,Yes,150,175,385,3,No,GOOD
Dalhem,Wallonie,HOUSE,HOUSE,395000,residential_sale,5,34,No,No,No,Yes,47,No,,277,1413,4,No,
SINT-NIKLAAS,Flanders,HOUSE,HOUSE,369000,residential_sale,3,,None,No,Yes,No,,No,,114,,,No,None
Kortrijk,Flanders,APARTMENT,APARTMENT,395000,residential_sale,2,,None,No,No,Yes,10,No,,108,,,No,None
Moorsele,Flanders,HOUSE,HOUSE,430000,residential_sale,4,,None,No,No,Yes,,No,,183,,,No,None
Sijsele,Flanders,HOUSE,HOUSE,280000,residential_sale,2,34,No,No,No,No,,Yes,,137,279,3,No,GOOD
Messancy,Wallonie,APARTMENT,APARTMENT,270000,residential_sale,2,,None,No,No,Yes,12,No,,88,,,No,None
Uccle,Brussels,HOUSE,HOUSE,799500,residential_sale,3,30,Yes,No,No,Yes,36,No,,254,186,2,No,AS_NEW
Molenbeek-Saint-Jean,Brussels,APARTMENT,APARTMENT,268000,residential_sale,2,,None,No,No,Yes,9,No,,100,,,No,None
Antwerp,Flanders,HOUSE,HOUSE,348000,residential_sale,4,,None,No,No,Yes,9,Yes,60,185,,,No,None
Zele,Flanders,HOUSE,HOUSE,448000,residential_sale,3,,None,No,Yes,Yes,,Yes,,214,,,No,None
Watermael-Boitsfort,Brussels,APARTMENT,APARTMENT,395000,residential_sale,2,,None,No,Yes,Yes,10,No,,100,,,No,None
Ixelles,Brussels,APARTMENT,APARTMENT,825000,residential_sale,2,,None,No,No,No,,Yes,,147,,,No,None
Lot,Flanders,HOUSE,HOUSE,449000,residential_sale,3,41,No,No,Yes,Yes,,No,,205,775,2,No,JUST_RENOVATED
Quaregnon,Wallonie,HOUSE,HOUSE,200000,residential_sale,3,,None,No,No,No,,No,,199,,,No,None
Kluisbergen,Flanders,HOUSE,HOUSE,215000,residential_sale,2,,None,No,No,No,,No,,140,,,No,None
Woluwe-Saint-Pierre,Brussels,HOUSE,HOUSE,699000,residential_sale,4,15,Yes,No,No,No,,Yes,23,157,91,2,No,AS_NEW
Montignies-sur-Sambre,Wallonie,HOUSE,HOUSE,169000,residential_sale,3,,None,No,Yes,No,,No,,165,,,No,None
Antwerp,Flanders,HOUSE,HOUSE,485000,residential_sale,4,26,No,No,Yes,Yes,2,Yes,37,164,0,2,No,JUST_RENOVATED
EKE,Flanders,HOUSE,HOUSE,450000,residential_sale,3,,None,No,Yes,No,,Yes,,155,,,No,None
Amblève,Wallonie,HOUSE,HOUSE,797000,residential_sale,9,97,No,No,No,No,,No,,398,5351,4,No,GOOD
Oostende,Flanders,HOUSE,HOUSE,269000,residential_sale,3,,None,No,No,No,,No,,175,,,No,None
Ronse,Flanders,HOUSE,HOUSE,260000,residential_sale,5,,None,No,Yes,No,,No,,500,,,No,None
Gingelom,Flanders,HOUSE,HOUSE,850000,residential_sale,4,,None,No,Yes,Yes,,No,,415,,,No,None
Ronse,Flanders,HOUSE,HOUSE,160000,residential_sale,3,,None,No,Yes,No,,No,,305,,,No,None
Brugelette,Wallonie,HOUSE,HOUSE,250000,residential_sale,3,57,No,No,Yes,No,,No,,152,1659,4,No,TO_RENOVATE
La Louvière Strépy-Bracquegnies,Wallonie,HOUSE,HOUSE,125000,residential_sale,2,,None,No,No,Yes,,No,,137,,,No,None
Kapelle-op-den-Bos,Flanders,HOUSE,HOUSE,320000,residential_sale,3,36,No,No,Yes,No,,Yes,,155,315,3,No,TO_BE_DONE_UP
Erps-Kwerps,Flanders,HOUSE,HOUSE,495000,residential_sale,5,50,Yes,No,Yes,Yes,50,No,,240,312,2,No,GOOD
Schaerbeek,Brussels,APARTMENT,APARTMENT,195000,residential_sale,1,,None,No,No,Yes,13,No,,75,,,No,None
Saint-Josse-ten-Noode,Brussels,APARTMENT,APARTMENT,145000,residential_sale,1,,None,No,No,No,,No,,52,,,No,None
Beveren,Flanders,HOUSE,HOUSE,415000,residential_sale,3,46,No,No,No,Yes,30,Yes,175,235,290,2,No,AS_NEW
Paal,Flanders,HOUSE,HOUSE,349000,residential_sale,3,36,No,No,Yes,No,,No,,208,1682,4,No,GOOD
Steenokkerzeel,Flanders,HOUSE,HOUSE,599000,residential_sale,5,48,No,No,Yes,No,,Yes,840,350,984,4,No,GOOD
ZOERLE-PARWIJS,Flanders,HOUSE,HOUSE,349000,residential_sale,4,,None,No,Yes,No,,Yes,,188,,,No,None
Woluwe-Saint-Pierre,Brussels,APARTMENT,APARTMENT,745000,residential_sale,3,,None,No,No,Yes,20,No,,165,,,No,None
Oupeye,Wallonie,APARTMENT,APARTMENT,148000,residential_sale,2,,None,No,Yes,Yes,3,Yes,1443,90,,,No,None
Gent,Flanders,APARTMENT,APARTMENT,265000,residential_sale,1,,None,No,Yes,No,,No,,37,,,No,None
Antwerp,Flanders,HOUSE,HOUSE,349000,residential_sale,4,22,No,No,Yes,No,,Yes,35,159,142,2,No,AS_NEW
Schaerbeek,Brussels,APARTMENT,APARTMENT,297000,residential_sale,3,,None,No,No,Yes,20,No,,90,,,No,None
Watermael-Boitsfort,Brussels,APARTMENT,APARTMENT,205000,residential_sale,1,,None,No,No,No,,No,,56,,,No,None
Peer,Flanders,HOUSE,HOUSE,599000,residential_sale,4,,None,No,No,No,,No,,175,,,No,None
Andenne,Wallonie,APARTMENT,APARTMENT,135000,residential_sale,2,,None,No,Yes,Yes,,No,,65,,,No,None
Heusden,Flanders,HOUSE,HOUSE,345000,residential_sale,3,,None,No,No,No,,Yes,30,125,,,No,None
Maldegem,Flanders,APARTMENT,APARTMENT,165000,residential_sale,1,,None,No,No,No,,No,,59,,,No,None
Haacht,Flanders,HOUSE,HOUSE,585000,residential_sale,6,,None,No,No,No,,Yes,,320,,,No,None
Oudenburg,Flanders,HOUSE,HOUSE,295000,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Meerhout,Flanders,HOUSE,HOUSE,285000,residential_sale,2,,None,No,No,No,,Yes,500,154,,,No,None
Kapellen,Flanders,HOUSE,HOUSE,329000,residential_sale,2,25,No,No,No,No,,Yes,200,110,345,,No,GOOD
Ingelmunster,Flanders,HOUSE,HOUSE,920000,residential_sale,5,,None,No,No,No,,Yes,405,,,,No,None
Ste-Ode,Wallonie,HOUSE,HOUSE,250794,residential_sale,3,,None,No,No,No,,Yes,,130,,,No,None
Nieuwerkerken,Flanders,HOUSE,HOUSE,495000,residential_sale,4,,None,No,No,Yes,63,Yes,3233,220,,,No,None
Uccle,Brussels,HOUSE,HOUSE,995000,residential_sale,3,,None,No,Yes,No,,Yes,233,250,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,590000,residential_sale,2,37,Yes,No,Yes,No,,No,,117,,,No,AS_NEW
Middelkerke,Flanders,APARTMENT,APARTMENT,475000,residential_sale,2,,None,No,Yes,Yes,,No,,81,,,No,None
Ixelles,Brussels,APARTMENT,APARTMENT,495000,residential_sale,3,,None,No,No,Yes,6,No,,192,,,No,None
Ixelles,Brussels,APARTMENT,APARTMENT,495000,residential_sale,3,,None,No,Yes,Yes,10,Yes,120,115,,,No,None
Woluwe-Saint-Pierre,Brussels,APARTMENT,APARTMENT,475000,residential_sale,3,,None,No,No,Yes,50,No,,150,,,No,None
Uccle,Brussels,APARTMENT,APARTMENT,450000,residential_sale,3,,None,No,Yes,Yes,16,No,,116,,,No,None
Nieuwpoort,Flanders,APARTMENT,APARTMENT,415000,residential_sale,2,40,No,Yes,Yes,Yes,11,No,,67,,3,No,GOOD
Middelkerke,Flanders,APARTMENT,APARTMENT,399000,residential_sale,2,,None,Yes,Yes,No,,No,,87,,,No,None
Heverlee,Flanders,APARTMENT,APARTMENT,399000,residential_sale,2,,None,No,No,Yes,19,No,,113,,,No,None
Leuven,Flanders,APARTMENT,APARTMENT,310000,residential_sale,2,,None,No,Yes,Yes,,No,,72,,,No,None
Woluwe-Saint-Pierre,Brussels,APARTMENT,APARTMENT,345000,residential_sale,2,,None,No,No,Yes,2,No,,92,,,No,None
Ixelles,Brussels,APARTMENT,APARTMENT,295000,residential_sale,1,,None,No,Yes,No,,Yes,,79,,,No,None
Saint-Gilles,Brussels,APARTMENT,APARTMENT,300000,residential_sale,1,,None,No,No,No,,No,,88,,,No,None
Antwerpen,Flanders,APARTMENT,APARTMENT,295000,residential_sale,1,,None,No,No,Yes,27,No,,75,,,No,None
Uccle,Brussels,APARTMENT,APARTMENT,285000,residential_sale,2,,None,No,No,Yes,10,No,,97,,,No,None
Laeken,Brussels,APARTMENT,APARTMENT,249000,residential_sale,2,,None,No,No,Yes,2,No,,100,,,No,None
Molenbeek-Saint-Jean,Brussels,APARTMENT,APARTMENT,230000,residential_sale,2,,None,No,No,Yes,3,No,,82,,,No,None
Woluwe-Saint-Lambert,Brussels,APARTMENT,APARTMENT,245000,residential_sale,1,,None,No,No,No,,No,,55,,,No,None
Jette,Brussels,APARTMENT,APARTMENT,245000,residential_sale,2,30,No,No,No,Yes,8,No,,90,,2,No,JUST_RENOVATED
Molenbeek-Saint-Jean,Brussels,APARTMENT,APARTMENT,239000,residential_sale,2,,None,No,No,Yes,4,No,,105,,,No,None
Lillois-Witterzée,Wallonie,APARTMENT,APARTMENT,425000,residential_sale,2,,None,No,Yes,Yes,35,Yes,,105,,,No,None
Waregem,Flanders,APARTMENT,APARTMENT,225000,residential_sale,2,,None,No,Yes,Yes,,No,,101,,,No,None
Lillois-Witterzée,Wallonie,APARTMENT,APARTMENT,450000,residential_sale,3,,None,No,Yes,Yes,15,Yes,,102,,,No,None
Oostende,Flanders,APARTMENT,APARTMENT,232000,residential_sale,1,,None,No,No,Yes,6,No,,55,,,No,None
Lillois-Witterzée,Wallonie,APARTMENT,APARTMENT,440000,residential_sale,3,,None,No,Yes,Yes,35,Yes,,102,,,No,None
Lillois-Witterzée,Wallonie,APARTMENT,APARTMENT,440000,residential_sale,3,,None,No,Yes,Yes,34,Yes,,103,,,No,None
Lillois-Witterzée,Wallonie,APARTMENT,APARTMENT,445000,residential_sale,2,,None,No,Yes,Yes,21,Yes,,105,,,No,None
Lillois-Witterzée,Wallonie,APARTMENT,APARTMENT,450000,residential_sale,3,,None,No,Yes,Yes,13,Yes,,104,,,No,None
Ruisbroek,Flanders,APARTMENT,APARTMENT,329800,residential_sale,3,,None,No,Yes,Yes,20,No,,106,,,No,None
Lillois-Witterzée,Wallonie,APARTMENT,APARTMENT,525000,residential_sale,3,,None,No,Yes,Yes,31,Yes,,112,,,No,None
Strombeek-Bever,Flanders,APARTMENT,APARTMENT,215000,residential_sale,2,25,No,No,Yes,Yes,4,No,,66,,3,No,GOOD
Ruisbroek,Flanders,APARTMENT,APARTMENT,286500,residential_sale,2,,None,No,Yes,Yes,11,No,,87,,,No,None
Oeudeghien,Wallonie,HOUSE,HOUSE,243534,residential_sale,3,,None,No,No,No,,No,,123,,,No,None
Rupelmonde,Flanders,APARTMENT,APARTMENT,225000,residential_sale,1,,None,No,No,Yes,9,Yes,,78,,,No,None
Rupelmonde,Flanders,APARTMENT,APARTMENT,355000,residential_sale,3,,None,No,No,Yes,11,Yes,,126,,,No,None
Ruisbroek,Flanders,APARTMENT,APARTMENT,211850,residential_sale,1,,None,No,Yes,Yes,4,No,,62,,,No,None
Rupelmonde,Flanders,APARTMENT,APARTMENT,355000,residential_sale,3,,None,No,No,Yes,11,Yes,,126,,,No,None
Sint-Gillis-Waas,Flanders,HOUSE,HOUSE,350000,residential_sale,3,,None,No,No,Yes,12,Yes,200,224,,,No,None
Deinze,Flanders,HOUSE,HOUSE,259000,residential_sale,3,,None,No,Yes,Yes,,No,,200,,,No,None
Rupelmonde,Flanders,APARTMENT,APARTMENT,315000,residential_sale,2,,None,No,No,Yes,15,Yes,47,105,,,No,None
Aarschot,Flanders,HOUSE,HOUSE,299000,residential_sale,6,,None,No,No,No,,No,,,,,No,None
Westmeerbeek,Flanders,HOUSE,HOUSE,1150000,residential_sale,4,,None,No,Yes,Yes,,No,,277,,,No,None
Gent,Flanders,APARTMENT,APARTMENT,354000,residential_sale,2,,None,No,Yes,Yes,12,No,,94,,,No,None
Dudzele,Flanders,HOUSE,HOUSE,1695000,residential_sale,4,,None,No,Yes,No,,No,,251,,,No,None
Rupelmonde,Flanders,APARTMENT,APARTMENT,230000,residential_sale,1,,None,No,No,Yes,22,Yes,40,69,,,No,None
Rupelmonde,Flanders,APARTMENT,APARTMENT,320000,residential_sale,2,,None,No,No,Yes,17,Yes,40,107,,,No,None
Merksem,Flanders,APARTMENT,APARTMENT,209000,residential_sale,2,,None,No,Yes,Yes,7,Yes,,94,,,No,None
Bredene,Flanders,HOUSE,HOUSE,229000,residential_sale,2,,None,No,No,Yes,30,No,,80,,,No,None
Theux,Wallonie,APARTMENT,APARTMENT,298000,residential_sale,2,,None,No,Yes,Yes,25,No,,204,,,No,None
Gent,Flanders,APARTMENT,APARTMENT,239500,residential_sale,2,,None,No,Yes,Yes,1,No,,86,,,No,None
Antwerp,Flanders,APARTMENT,APARTMENT,339900,residential_sale,1,,None,No,Yes,Yes,,No,,70,,,No,None
Tournai,Wallonie,HOUSE,HOUSE,262000,residential_sale,6,,None,No,No,Yes,,No,,490,,,No,None
BRUXELLES,Brussels,APARTMENT,APARTMENT,250000,residential_sale,1,,None,No,Yes,No,,No,,69,,,No,None
Molenbeek-Saint-Jean,Brussels,APARTMENT,APARTMENT,339000,residential_sale,3,,None,No,Yes,No,,No,,140,,,No,None
Neuville,Wallonie,HOUSE,HOUSE,231377,residential_sale,3,,None,No,No,No,,No,,120,,,No,None
Ixelles,Brussels,APARTMENT,APARTMENT,235000,residential_sale,2,,None,No,Yes,Yes,2,No,,63,,,No,None
BRUXELLES,Brussels,APARTMENT,APARTMENT,319000,residential_sale,2,,None,No,Yes,No,,No,,96,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,249900,residential_sale,1,,None,No,No,Yes,10,Yes,35,72,,,No,None
BRUXELLES,Brussels,HOUSE,HOUSE,535000,residential_sale,6,,None,No,Yes,No,,No,,314,,,No,None
AMPSIN,Wallonie,HOUSE,HOUSE,490000,residential_sale,4,57,No,No,Yes,Yes,,Yes,,230,1086,4,No,AS_NEW
GrÃce-Hollogne Horion-Hozémont,Wallonie,HOUSE,HOUSE,480000,residential_sale,4,,None,No,No,Yes,,No,,313,,,No,None
Koekelberg,Brussels,APARTMENT,APARTMENT,359000,residential_sale,1,,None,No,Yes,Yes,1,No,,165,,,No,None
Mons,Wallonie,HOUSE,HOUSE,162500,residential_sale,6,,None,No,No,No,,No,,,,,No,None
Zaventem Sint-Stevens-Woluwe,Flanders,HOUSE,HOUSE,479000,residential_sale,3,,None,No,No,Yes,,No,,200,,,No,None
Lot,Flanders,HOUSE,HOUSE,440000,residential_sale,4,32,No,No,Yes,No,,No,,221,250,2,No,GOOD
Waterloo,Wallonie,HOUSE,HOUSE,450000,residential_sale,3,,None,No,No,Yes,,Yes,,165,,,No,None
La Hulpe,Wallonie,HOUSE,HOUSE,385000,residential_sale,3,,None,No,No,No,,Yes,772,150,,,No,None
Rixensart,Wallonie,HOUSE,HOUSE,450000,residential_sale,5,,None,No,No,Yes,50,Yes,1060,253,,,No,None
Wezembeek-Oppem,Flanders,APARTMENT,APARTMENT,219000,residential_sale,1,,None,No,No,Yes,9,No,,66,,,No,None
Jemeppe-sur-Sambre,Wallonie,HOUSE,HOUSE,179000,residential_sale,5,,None,No,No,No,,No,,180,,,No,None
Jette,Brussels,HOUSE,HOUSE,449990,residential_sale,5,20,No,No,No,No,,Yes,67,255,149,2,No,TO_BE_DONE_UP
Naninne,Wallonie,HOUSE,HOUSE,150000,residential_sale,2,17,No,No,No,Yes,10,No,,87,80,3,No,
Evere,Brussels,APARTMENT,APARTMENT,219000,residential_sale,1,,None,No,No,Yes,,No,,66,,,No,None
Londerzeel,Flanders,HOUSE,HOUSE,465000,residential_sale,3,,None,No,Yes,Yes,,No,,182,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,215000,residential_sale,3,,None,No,No,Yes,26,No,,95,,,No,None
Herstal,Wallonie,HOUSE,HOUSE,439000,residential_sale,7,,None,No,Yes,Yes,40,Yes,591,260,,,No,None
Wemmel,Flanders,HOUSE,HOUSE,449000,residential_sale,3,32,Yes,No,No,Yes,28,Yes,160,233,342,2,No,GOOD
Gavere,Flanders,HOUSE,HOUSE,388500,residential_sale,3,25,Yes,No,No,Yes,10,Yes,16,197,223,3,No,AS_NEW
Ganshoren,Brussels,APARTMENT,APARTMENT,209000,residential_sale,2,,None,No,No,Yes,4,No,,85,,,No,None
Strombeek-Bever,Flanders,HOUSE,HOUSE,439000,residential_sale,4,,None,No,No,Yes,20,Yes,80,190,,,No,None
Affligem,Flanders,HOUSE,HOUSE,377500,residential_sale,3,50,Yes,No,No,Yes,,No,,222,245,3,No,AS_NEW
Anderlecht,Brussels,APARTMENT,APARTMENT,199000,residential_sale,1,,None,No,No,Yes,3,No,,60,,,No,None
Antwerpen,Flanders,HOUSE,HOUSE,429000,residential_sale,5,,None,No,Yes,No,,Yes,108,184,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,199000,residential_sale,1,,None,No,Yes,Yes,5,No,,60,,,No,None
Gavere,Flanders,HOUSE,HOUSE,363500,residential_sale,3,24,Yes,No,No,Yes,9,Yes,15,176,200,2,No,AS_NEW
De Haan,Flanders,HOUSE,HOUSE,425000,residential_sale,4,,None,No,No,Yes,25,Yes,570,170,,,No,None
Gavere,Flanders,HOUSE,HOUSE,358500,residential_sale,3,22,Yes,No,No,Yes,9,Yes,15,174,198,2,No,AS_NEW
Keerbergen,Flanders,HOUSE,HOUSE,420000,residential_sale,2,34,No,No,Yes,No,,Yes,1600,170,1767,4,No,TO_RENOVATE
Molenbeek-Saint-Jean,Brussels,APARTMENT,APARTMENT,189000,residential_sale,2,,None,No,No,No,,No,,75,,,No,None
Jette,Brussels,APARTMENT,APARTMENT,180000,residential_sale,2,,None,No,No,No,,No,,75,,,No,None
Gavere,Flanders,HOUSE,HOUSE,358500,residential_sale,3,25,Yes,No,No,Yes,9,Yes,15,174,198,3,No,AS_NEW
Manage,Wallonie,APARTMENT,APARTMENT,175000,residential_sale,2,,None,No,Yes,No,,Yes,500,85,,,No,None
Gavere,Flanders,HOUSE,HOUSE,353500,residential_sale,3,22,Yes,No,No,Yes,9,Yes,15,171,195,2,No,AS_NEW
Wandre,Wallonie,HOUSE,HOUSE,349000,residential_sale,4,,None,No,No,Yes,23,No,,199,,,No,None
Galmaarden,Flanders,HOUSE,HOUSE,349000,residential_sale,3,,None,No,Yes,No,,No,,160,,,No,None
Saint-Gilles,Brussels,APARTMENT,APARTMENT,175000,residential_sale,1,,None,No,Yes,No,,No,,64,,,No,None
Halanzy,Wallonie,HOUSE,HOUSE,335000,residential_sale,3,,None,No,Yes,No,,Yes,,107,,,No,None
Braine-l'Alleud,Wallonie,HOUSE,HOUSE,345000,residential_sale,3,47,No,No,Yes,Yes,,No,,133,370,2,No,JUST_RENOVATED
Bruxelles,Brussels,HOUSE,HOUSE,325000,residential_sale,1,30,Yes,Yes,No,Yes,11,No,,77,88,2,No,AS_NEW
Bruxelles,Brussels,APARTMENT,APARTMENT,172500,residential_sale,2,30,No,No,No,No,,No,,72,,2,No,TO_RENOVATE
Bruxelles,Brussels,APARTMENT,APARTMENT,175000,residential_sale,2,25,No,No,No,Yes,,No,,65,,,No,GOOD
Libin,Wallonie,HOUSE,HOUSE,314900,residential_sale,3,28,No,No,No,Yes,8,Yes,257,124,320,3,No,
Schoten,Flanders,HOUSE,HOUSE,299000,residential_sale,4,,None,No,No,No,,Yes,50,174,,,No,None
Thuin,Wallonie,HOUSE,HOUSE,299000,residential_sale,3,30,No,No,Yes,Yes,25,Yes,317,114,317,4,No,
Mariakerke,Flanders,APARTMENT,APARTMENT,170000,residential_sale,1,,None,Yes,Yes,Yes,,No,,52,,,No,None
Haaltert,Flanders,HOUSE,HOUSE,298000,residential_sale,3,22,No,No,No,Yes,,No,,195,350,2,No,GOOD
Merksem,Flanders,APARTMENT,APARTMENT,169000,residential_sale,1,,None,No,No,Yes,2,No,,65,,,No,None
Jette,Brussels,HOUSE,HOUSE,280000,residential_sale,4,,None,No,No,No,,No,,147,,,No,None
Wanze,Wallonie,HOUSE,HOUSE,299000,residential_sale,4,17,No,No,No,No,,No,,203,2055,2,No,TO_BE_DONE_UP
Herent,Flanders,HOUSE,HOUSE,275000,residential_sale,3,15,No,No,No,Yes,,No,,97,106,2,No,GOOD
Ganshoren,Brussels,APARTMENT,APARTMENT,169000,residential_sale,1,,None,No,No,Yes,2,No,,60,,,No,None
Thuin,Wallonie,HOUSE,HOUSE,289000,residential_sale,3,30,No,No,Yes,Yes,25,Yes,274,114,274,3,No,
Chastre,Wallonie,HOUSE,HOUSE,270000,residential_sale,3,19,No,No,No,Yes,,Yes,450,118,752,3,No,TO_RENOVATE
Trooz,Wallonie,HOUSE,HOUSE,159000,residential_sale,5,17,No,No,No,No,,Yes,200,170,415,3,No,TO_RENOVATE
WANDRE,Wallonie,HOUSE,HOUSE,260000,residential_sale,5,,None,No,Yes,Yes,50,Yes,50,170,,,No,None
Sint-Denijs-Westrem,Flanders,APARTMENT,APARTMENT,365000,residential_sale,3,31,Yes,No,No,Yes,13,Yes,,101,,1,No,
Bruxelles,Brussels,APARTMENT,APARTMENT,150000,residential_sale,2,30,No,No,No,No,,No,,72,,2,No,TO_RENOVATE
Middelkerke,Flanders,APARTMENT,APARTMENT,92000,residential_sale,1,,None,No,Yes,No,,No,,27,,,No,None
LIGNIÈRES,Wallonie,HOUSE,HOUSE,249000,residential_sale,4,,None,No,Yes,No,,No,,200,,,No,None
Dison,Wallonie,APARTMENT,APARTMENT,79000,residential_sale,2,25,No,No,No,No,,No,,60,,2,No,GOOD
Oreye,Wallonie,HOUSE,HOUSE,237500,residential_sale,3,32,No,No,No,No,,Yes,40,220,700,3,No,AS_NEW
Gent,Flanders,APARTMENT,APARTMENT,365000,residential_sale,3,31,Yes,No,No,Yes,13,Yes,,101,,1,No,
Knokke-Heist,Flanders,APARTMENT,APARTMENT,830000,residential_sale,3,35,Yes,No,No,Yes,,No,,87,,2,No,GOOD
OPBRAKEL,Flanders,HOUSE,HOUSE,197000,residential_sale,4,,None,No,Yes,No,,No,,257,,,No,None
Sint-Denijs-Westrem,Flanders,APARTMENT,APARTMENT,320000,residential_sale,2,35,Yes,No,No,Yes,11,Yes,,90,,1,No,
Gent,Flanders,APARTMENT,APARTMENT,320000,residential_sale,2,35,Yes,No,No,Yes,11,Yes,,90,,1,No,
Ixelles,Brussels,APARTMENT,APARTMENT,445000,residential_sale,2,,None,No,No,No,,No,,100,,,No,None
Woluwe-Saint-Lambert,Brussels,HOUSE,HOUSE,825000,residential_sale,3,,None,No,No,Yes,18,Yes,17,225,,,No,None
Gent,Flanders,APARTMENT,APARTMENT,220000,residential_sale,1,26,Yes,No,No,Yes,11,Yes,,60,,1,No,
Vivegnis,Wallonie,HOUSE,HOUSE,179000,residential_sale,2,,None,No,Yes,Yes,23,Yes,72,90,,,No,None
Anzegem,Flanders,HOUSE,HOUSE,485000,residential_sale,2,10,Yes,No,Yes,Yes,9,Yes,270,194,613,3,No,
Sint-Denijs-Westrem,Flanders,APARTMENT,APARTMENT,220000,residential_sale,1,26,Yes,No,No,Yes,11,Yes,,60,,1,No,
RUIEN,Flanders,HOUSE,HOUSE,159000,residential_sale,4,,None,No,Yes,Yes,,Yes,,180,,,No,None
Ortho (La Roche-en-Ardenne),Wallonie,HOUSE,HOUSE,160000,residential_sale,3,,None,No,No,No,,No,,196,,,No,None
Leuven,Flanders,HOUSE,HOUSE,465000,residential_sale,2,,None,No,No,Yes,14,No,,103,,,No,None
Trooz,Wallonie,HOUSE,HOUSE,139000,residential_sale,4,18,No,No,No,No,,Yes,150,185,360,3,No,TO_RENOVATE
Sint-Denijs-Westrem,Flanders,APARTMENT,APARTMENT,215000,residential_sale,1,20,Yes,No,No,Yes,10,Yes,,60,,1,No,
Gent,Flanders,APARTMENT,APARTMENT,215000,residential_sale,1,20,Yes,No,No,Yes,10,Yes,,60,,,No,
Gent,Flanders,HOUSE,HOUSE,595000,residential_sale,2,21,No,No,No,Yes,12,No,,256,125,2,No,TO_BE_DONE_UP
MONS-LEZ-LIÈGE,Wallonie,HOUSE,HOUSE,269000,residential_sale,4,25,No,No,Yes,No,,Yes,495,110,601,3,No,GOOD
Uccle,Brussels,HOUSE,HOUSE,725000,residential_sale,3,42,Yes,No,No,Yes,30,Yes,110,130,285,3,No,TO_BE_DONE_UP
HUCCORGNE,Wallonie,HOUSE,HOUSE,419000,residential_sale,4,,None,No,Yes,Yes,27,Yes,,150,,,No,None
Comblain-au-Pont,Wallonie,HOUSE,HOUSE,259000,residential_sale,3,,None,No,Yes,No,,No,,155,,,No,None
JODOIGNE-SOUVERAINE,Wallonie,HOUSE,HOUSE,375000,residential_sale,3,35,No,No,Yes,Yes,,No,,130,1150,4,Yes,
Beveren aan den IJzer,Flanders,HOUSE,HOUSE,225000,residential_sale,3,,None,No,No,Yes,,No,,176,,,No,None
Brussels City,Brussels,APARTMENT,APARTMENT,300000,residential_sale,2,,None,No,Yes,Yes,7,No,,90,,,No,None
Vilvoorde,Flanders,HOUSE,HOUSE,165000,residential_sale,2,,None,No,Yes,No,,No,,96,,,No,None
Liege 2,Wallonie,HOUSE,HOUSE,595000,residential_sale,6,,None,No,No,No,,No,,417,,,No,None
SAINT-DENIS,Wallonie,APARTMENT,APARTMENT,185000,residential_sale,2,,None,No,Yes,Yes,8,No,,85,,,No,None
MONT-SAINT-AUBERT,Wallonie,APARTMENT,APARTMENT,165000,residential_sale,3,,None,No,Yes,No,,No,,,,,No,None
Antwerpen 1,Flanders,APARTMENT,APARTMENT,320000,residential_sale,1,,None,No,No,Yes,7,No,,56,,,No,None
SERAING,Wallonie,HOUSE,HOUSE,315000,residential_sale,3,32,No,No,No,Yes,17,Yes,179,191,259,2,No,GOOD
Tournai,Wallonie,HOUSE,HOUSE,370000,residential_sale,5,,None,No,Yes,No,,No,,,,,No,None
Kraainem,Flanders,HOUSE,HOUSE,2750000,residential_sale,6,,None,No,No,Yes,,No,,650,,,Yes,None
Courcelles,Wallonie,HOUSE,HOUSE,272105,residential_sale,3,,None,No,No,No,,Yes,,120,,,No,None
Uccle,Brussels,HOUSE,HOUSE,1285000,residential_sale,5,45,Yes,No,No,Yes,70,No,,270,308,2,No,GOOD
Halle,Flanders,APARTMENT,APARTMENT,267000,residential_sale,2,,None,No,No,Yes,34,No,,92,,,No,None
Uccle,Brussels,HOUSE,HOUSE,1080000,residential_sale,5,50,No,No,Yes,Yes,,Yes,,300,360,3,No,TO_BE_DONE_UP
Ixelles,Brussels,HOUSE,HOUSE,1490000,residential_sale,5,48,No,No,Yes,Yes,,No,,436,700,3,No,AS_NEW
Knokke-Heist Knokke,Flanders,HOUSE,HOUSE,950000,residential_sale,4,,None,No,No,Yes,,No,,200,,,No,None
