locality,postal_code,region,construction_year,energy_class,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Liège 2,4020,Wallonie,1977,C,APARTMENT,APARTMENT,155000,residential_sale,2,25,0,0,0,1,8,0,,83,,4,0,AS_NEW
Lendelede,8860,Flanders,,None,HOUSE,HOUSE,499000,residential_sale,3,,None,0,0,0,,0,,262,,,1,None
Oostende,8400,Flanders,,None,APARTMENT,APARTMENT,269000,residential_sale,2,,None,0,0,1,,0,,104,,,0,None
Spa,4900,Wallonie,,None,HOUSE,APARTMENT_BLOCK,229000,residential_sale,4,,None,0,1,0,,0,,121,,,0,None
Jemeppe-sur-Sambre,5190,Wallonie,,E,HOUSE,HOUSE,280000,residential_sale,4,40,0,0,1,1,40,1,425,174,590,3,0,JUST_RENOVATED
Halle,1500,Flanders,,None,APARTMENT,APARTMENT,242000,residential_sale,2,,None,0,1,0,,0,,82,,,0,None
Middelkerke,8434,Flanders,,None,HOUSE,HOUSE,445000,residential_sale,1,,None,0,0,0,,1,50,,,,0,None
Corbion,6838,Wallonie,,None,HOUSE,HOUSE,155000,residential_sale,2,,None,0,1,0,,0,,98,,,0,None
SOY,6997,Wallonie,2015,A,HOUSE,HOUSE,1290000,residential_sale,4,250,1,0,1,1,270,1,5819,591,5819,4,0,
Rendeux,6987,Wallonie,,G,HOUSE,HOUSE,199000,residential_sale,2,60,0,0,1,1,50,1,638,110,638,4,0,JUST_RENOVATED
Charleroi,6000,Wallonie,,None,HOUSE,APARTMENT_BLOCK,750000,residential_sale,10,,None,0,1,0,,0,,480,,,0,None
Wuustwezel,2990,Flanders,,None,APARTMENT,APARTMENT,269000,residential_sale,2,,None,0,0,1,25,0,,82,,,0,None
Gent,9000,Flanders,,None,HOUSE,HOUSE,385000,residential_sale,3,,None,0,0,0,,0,,90,,,0,None
Bruxelles,1000,Brussels,,None,APARTMENT,APARTMENT,269000,residential_sale,1,,None,0,0,0,,0,,70,,,0,None
Grimbergen Strombeek-Bever,1853,Flanders,,None,APARTMENT,APARTMENT,269000,residential_sale,3,,None,0,0,1,18,0,,100,,,0,None
Jette,1090,Brussels,,None,APARTMENT,APARTMENT,269000,residential_sale,2,,None,0,0,1,3,0,,85,,,0,None
Schoten,2900,Flanders,,None,APARTMENT,APARTMENT,269000,residential_sale,2,,None,0,1,1,7,0,,101,,,0,None
Sint-Jans-Molenbeek,1080,Brussels,1964,D,APARTMENT,APARTMENT,265000,residential_sale,2,27,1,0,0,1,4,0,,87,,,0,GOOD
Antwerp,2000,Flanders,1945,B,APARTMENT,APARTMENT,265000,residential_sale,1,20,1,0,0,1,12,0,,53,,2,0,AS_NEW
Dilbeek,1701,Flanders,1960,B,APARTMENT,APARTMENT,260000,residential_sale,2,32,1,1,0,1,,0,,85,,,0,GOOD
Ardooie,8850,Flanders,,B,APARTMENT,GROUND_FLOOR,269000,residential_sale,3,22,1,0,0,1,8,0,,137,,,0,AS_NEW
Ixelles,1050,Brussels,,None,APARTMENT,APARTMENT,260000,residential_sale,1,,None,0,0,0,,0,,58,,,0,None
BRUXELLES,1000,Brussels,,None,APARTMENT,APARTMENT,260000,residential_sale,1,,None,0,1,1,5,0,,55,,,0,None
Liege,4000,Wallonie,,None,APARTMENT,APARTMENT,259000,residential_sale,3,,None,0,0,1,3,0,,105,,,0,None
Evere,1140,Brussels,,None,APARTMENT,APARTMENT,259000,residential_sale,2,,None,1,0,0,,0,,,,,0,None
Hemiksem,2620,Flanders,,None,APARTMENT,APARTMENT,258000,residential_sale,3,,None,1,0,1,16,0,,110,,,0,None
Braine-l'Alleud,1420,Wallonie,,None,APARTMENT,APARTMENT,250000,residential_sale,1,,None,0,0,1,6,0,,82,,,0,None
Namur,5000,Wallonie,,None,APARTMENT,APARTMENT,250000,residential_sale,2,,None,0,1,0,,0,,154,,,0,None
Bellecourt,7170,Wallonie,,None,APARTMENT,APARTMENT,249000,residential_sale,3,,None,0,0,1,15,0,,115,,,0,None
Arlon,6700,Wallonie,,None,APARTMENT,APARTMENT,249000,residential_sale,2,,None,0,0,1,,1,410,65,,,0,None
Dilbeek,1700,Flanders,,None,APARTMENT,APARTMENT,249000,residential_sale,2,,None,0,0,1,11,0,,90,,,0,None
Aalst,9300,Flanders,,None,APARTMENT,PENTHOUSE,249000,residential_sale,2,,None,0,0,1,4,1,150,93,,,0,None
Antwerpen,2060,Flanders,,None,APARTMENT,APARTMENT,249000,residential_sale,2,,None,0,0,1,2,0,,104,,,0,None
Schaerbeek,1030,Brussels,1964,C,APARTMENT,APARTMENT,248000,residential_sale,2,24,1,0,0,1,,0,,78,,2,0,GOOD
Nivelles,1400,Wallonie,,None,APARTMENT,APARTMENT,248000,residential_sale,2,,None,0,0,1,6,0,,93,,,0,None
Ganshoren,1083,Brussels,,None,APARTMENT,APARTMENT,249000,residential_sale,3,,None,0,0,1,,0,,92,,,0,None
Roeselare,8800,Flanders,,None,APARTMENT,APARTMENT,247500,residential_sale,2,,None,0,0,0,,1,,98,,,0,None
Tubize,1480,Wallonie,,None,APARTMENT,APARTMENT,249000,residential_sale,2,,None,0,1,1,5,0,,84,,,0,None
Tintigny,6730,Wallonie,,None,APARTMENT,APARTMENT,245000,residential_sale,2,,None,1,0,1,8,0,,84,,,0,None
Balen,2490,Flanders,,None,APARTMENT,APARTMENT,245000,residential_sale,2,,None,0,0,0,,0,,,,,0,None
Fléron,4620,Wallonie,1993,C,APARTMENT,APARTMENT,245000,residential_sale,2,29,0,0,0,1,12,0,,90,,,0,TO_BE_DONE_UP
Zaventem Sint-Stevens-Woluwe,1932,Flanders,,None,APARTMENT,APARTMENT,245000,residential_sale,3,,None,0,0,0,,0,,81,,,1,None
Herstal,4040,Wallonie,,G,HOUSE,HOUSE,219900,residential_sale,3,38,0,0,0,1,13,0,,142,442,4,0,
Aalst,9300,Flanders,1967,F,APARTMENT,APARTMENT,215000,residential_sale,2,38,0,0,0,0,,0,,110,,3,0,GOOD
Bever,1547,Flanders,1900,D,APARTMENT,APARTMENT,215000,residential_sale,4,14,0,0,0,0,,0,,160,,3,0,TO_BE_DONE_UP
LIEGE,4020,Wallonie,,None,APARTMENT,APARTMENT,212500,residential_sale,4,,None,0,0,0,,0,,103,,,0,None
Libramont,6800,Wallonie,,None,APARTMENT,APARTMENT,212000,residential_sale,2,,None,0,0,0,,0,,80,,,0,None
Antwerpen,2610,Flanders,,None,APARTMENT,APARTMENT,215000,residential_sale,2,,None,0,0,0,,0,,75,,,0,None
Merchtem,1785,Flanders,1964,B,APARTMENT,APARTMENT,214000,residential_sale,2,24,0,0,0,1,2,1,100,63,,2,0,GOOD
Woluwe-Saint-Lambert,1200,Brussels,,None,APARTMENT,APARTMENT,210000,residential_sale,1,,None,0,0,0,,0,,55,,,0,None
Blankenberge,8370,Flanders,,None,APARTMENT,APARTMENT,210000,residential_sale,1,,None,1,0,0,,0,,79,,,0,None
Fosses-la-Ville,5070,Wallonie,,None,APARTMENT,DUPLEX,209000,residential_sale,4,,None,0,1,0,,0,,192,,,0,None
Denderleeuw,9470,Flanders,,None,APARTMENT,APARTMENT,209000,residential_sale,1,,None,0,1,1,,0,,75,,,0,None
Turnhout,2300,Flanders,,None,APARTMENT,APARTMENT,204000,residential_sale,1,,None,0,1,1,6,0,,63,,,0,None
Anzegem,8570,Flanders,,None,APARTMENT,APARTMENT,205000,residential_sale,3,,None,0,0,1,,0,,108,,,0,None
Manage,7170,Wallonie,,None,APARTMENT,APARTMENT,200000,residential_sale,5,,None,0,0,1,,1,45,164,,,0,None
Ninove,9400,Flanders,,None,APARTMENT,APARTMENT,199500,residential_sale,2,,None,0,0,1,3,0,,78,,,0,None
Tienen,3300,Flanders,,None,APARTMENT,DUPLEX,199990,residential_sale,2,,None,0,0,0,,0,,109,,,0,None
Ronse,9600,Flanders,,B,APARTMENT,GROUND_FLOOR,199000,residential_sale,2,28,0,0,0,1,,1,,70,,,0,GOOD
Saint-Nicolas,4420,Wallonie,,None,APARTMENT,PENTHOUSE,199000,residential_sale,3,,None,0,0,1,8,0,,95,,,0,None
Liège 2,4020,Wallonie,,None,APARTMENT,APARTMENT,199000,residential_sale,2,,None,0,0,0,,0,,74,,,0,None
Liège,4000,Wallonie,,None,APARTMENT,PENTHOUSE,199000,residential_sale,3,,None,0,0,1,8,0,,95,,,0,None
Sint-Jans-Molenbeek,1080,Brussels,,None,APARTMENT,APARTMENT,198000,residential_sale,2,,None,0,0,0,,0,,74,,,0,None
Brussels City,1000,Brussels,2009,F,APARTMENT,APARTMENT,198000,residential_sale,2,14,1,1,0,0,,0,,55,,2,0,GOOD
Geel,2440,Flanders,,None,APARTMENT,DUPLEX,196000,residential_sale,2,,None,0,0,1,8,0,,92,,,0,None
Anderlecht,1070,Brussels,1938,F,APARTMENT,APARTMENT,195000,residential_sale,2,36,0,0,1,1,4,0,,80,,2,0,JUST_RENOVATED
Antwerpen,2170,Flanders,,None,APARTMENT,APARTMENT,199000,residential_sale,2,,None,0,0,1,14,0,,100,,,0,None
Schaerbeek,1030,Brussels,,None,APARTMENT,APARTMENT,195000,residential_sale,1,,None,0,1,1,40,0,,64,,,0,None
Schaerbeek,1030,Brussels,,None,APARTMENT,APARTMENT,195000,residential_sale,2,,None,0,1,1,11,0,,97,,,0,None
Schaerbeek,1030,Brussels,,None,APARTMENT,DUPLEX,195000,residential_sale,2,,None,0,1,1,11,0,,97,,,0,None
Turnhout,2300,Flanders,,None,APARTMENT,APARTMENT,192000,residential_sale,1,,None,0,1,1,6,0,,61,,,0,None
Izegem,8870,Flanders,,None,APARTMENT,APARTMENT,189000,residential_sale,1,,None,0,0,0,,0,,77,,,0,None
Blankenberge,8370,Flanders,,None,APARTMENT,APARTMENT,170000,residential_sale,1,,None,0,0,0,,0,,88,,,0,None
Blankenberge,8370,Flanders,,None,APARTMENT,APARTMENT,170000,residential_sale,1,,None,1,0,0,,0,,48,,,0,None
Gentbrugge,9050,Flanders,,None,HOUSE,HOUSE,285000,residential_sale,2,,None,0,1,0,,1,81,,,,0,None
Gent,9000,Flanders,,None,HOUSE,HOUSE,199000,residential_sale,2,,None,0,0,0,,0,,86,,,0,None
Brugge,8000,Flanders,,None,HOUSE,HOUSE,549000,residential_sale,3,,None,0,0,1,,0,,198,,,0,None
Zelzate,9060,Flanders,,None,HOUSE,HOUSE,165000,residential_sale,3,,None,0,0,0,,0,,189,,,0,None
Antwerp,2180,Flanders,,None,HOUSE,HOUSE,286000,residential_sale,2,,None,0,0,0,,1,,158,,,0,None
Gent (9000),9000,Flanders,,None,HOUSE,HOUSE,289000,residential_sale,3,,None,0,0,0,,1,,124,,,0,None
Gent,9000,Flanders,,None,APARTMENT,APARTMENT,199000,residential_sale,1,,None,0,0,0,,0,,40,,,0,None
Deurne,2100,Flanders,,None,APARTMENT,PENTHOUSE,295000,residential_sale,3,,None,0,1,1,20,0,,135,,,0,None
Brugge,8000,Flanders,,None,HOUSE,HOUSE,550000,residential_sale,3,,None,0,0,0,,0,,181,,,0,None
Oostakker,9041,Flanders,,None,HOUSE,HOUSE,289000,residential_sale,3,,None,0,0,0,,1,,124,,,0,None
Dworp,1653,Flanders,1932,C,HOUSE,HOUSE,490000,residential_sale,3,61,0,0,1,0,,1,,177,1256,3,0,GOOD
Oudenburg,8460,Flanders,1930,F,HOUSE,HOUSE,149000,residential_sale,4,30,0,0,0,0,,1,22,164,135,2,0,TO_RENOVATE
Beersel,1650,Flanders,1932,C,HOUSE,HOUSE,490000,residential_sale,3,61,0,0,1,0,,1,,177,1256,3,0,GOOD
Oudenburg,8460,Flanders,1996,C,HOUSE,HOUSE,419000,residential_sale,4,27,0,0,0,0,,0,,201,632,4,0,GOOD
Oostende,8400,Flanders,2016,A,APARTMENT,APARTMENT,375000,residential_sale,2,26,0,0,0,1,7,0,,86,,2,0,GOOD
Mol,2400,Flanders,,None,HOUSE,HOUSE,209000,residential_sale,2,,None,0,1,0,,1,,190,,,0,None
Middelkerke (8430),8430,Flanders,2012,A,APARTMENT,PENTHOUSE,1350000,residential_sale,3,40,0,0,0,1,55,1,55,165,,2,0,AS_NEW
Stembert,4801,Wallonie,,None,HOUSE,HOUSE,349000,residential_sale,4,,None,0,1,1,29,1,367,158,,,1,None
Heusden-Zolder,3550,Flanders,,None,HOUSE,HOUSE,390000,residential_sale,3,,None,0,0,0,,1,,197,,,0,None
Verviers,4800,Wallonie,,None,HOUSE,APARTMENT_BLOCK,274000,residential_sale,4,,None,0,1,0,,0,,182,,,0,None
Halle,1500,Flanders,,None,APARTMENT,DUPLEX,245000,residential_sale,2,,None,0,0,1,,0,,90,,,0,None
Leffinge,8432,Flanders,,None,HOUSE,HOUSE,339000,residential_sale,3,,None,0,1,1,,0,,177,,,0,None
Hasselt,3510,Flanders,1975,B,HOUSE,HOUSE,345000,residential_sale,3,40,0,0,1,1,,1,,137,408,3,0,GOOD
Zaventem Sint-Stevens-Woluwe,1200,Brussels,,None,APARTMENT,APARTMENT,245000,residential_sale,3,,None,0,0,0,,0,,81,,,1,None
Forest,1190,Brussels,,None,APARTMENT,APARTMENT,245000,residential_sale,2,,None,0,1,1,5,0,,105,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,,None,APARTMENT,APARTMENT,240000,residential_sale,2,,None,0,0,1,14,0,,86,,,0,None
Sint-Niklaas,9100,Flanders,,None,APARTMENT,APARTMENT,239000,residential_sale,2,,None,0,0,1,8,0,,81,,,0,None
Grimbergen,1853,Flanders,1964,E,APARTMENT,APARTMENT,240000,residential_sale,2,29,0,0,0,1,4,0,,95,,2,0,GOOD
Molenbeek-Saint-Jean,1080,Brussels,,None,APARTMENT,APARTMENT,239000,residential_sale,2,,None,0,0,0,,0,,103,,,0,None
Turnhout,2300,Flanders,,None,APARTMENT,APARTMENT,239000,residential_sale,1,,None,0,1,1,9,0,,83,,,0,None
Fléron,4620,Wallonie,,None,APARTMENT,APARTMENT,239000,residential_sale,1,,None,0,0,1,,0,,52,,,0,None
MARLOIE,6900,Wallonie,,None,APARTMENT,APARTMENT,235000,residential_sale,1,,None,0,1,1,,1,,102,,,0,None
Deurne,2100,Flanders,1957,F,APARTMENT,APARTMENT,235000,residential_sale,2,46,0,0,0,0,,0,,125,,4,0,GOOD
Sint-Pieters-Leeuw Vlezenbeek,1602,Flanders,1979,B,APARTMENT,APARTMENT,235000,residential_sale,2,26,0,0,0,1,3,0,,65,,2,0,TO_BE_DONE_UP
Sint-Pieters-Leeuw,1600,Flanders,1979,B,APARTMENT,APARTMENT,235000,residential_sale,2,26,0,0,0,1,3,0,,65,,2,0,TO_BE_DONE_UP
Ottignies-Louvain-la-Neuve,1348,Wallonie,,None,APARTMENT,FLAT_STUDIO,235000,residential_sale,1,,None,0,0,1,,0,,54,,,0,None
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,235000,residential_sale,1,,None,0,1,1,7,0,,64,,,0,None
Arlon,6700,Wallonie,,None,APARTMENT,APARTMENT,230000,residential_sale,2,,None,0,0,0,,0,,75,,,0,None
Dentergem,8720,Flanders,2007,A,APARTMENT,APARTMENT,230000,residential_sale,1,41,0,0,0,1,4,0,,97,,,0,AS_NEW
Ganshoren,1083,Brussels,1976,D,APARTMENT,APARTMENT,235000,residential_sale,2,34,1,0,0,1,,0,,99,,2,0,GOOD
Forest,1190,Brussels,,None,APARTMENT,APARTMENT,230000,residential_sale,1,,None,0,1,0,,0,,62,,,0,None
Saint-Gilles,1060,Brussels,,None,APARTMENT,APARTMENT,230000,residential_sale,1,,None,0,0,1,7,0,,60,,,0,None
Forest,1190,Brussels,,None,APARTMENT,APARTMENT,228000,residential_sale,1,,None,0,0,1,14,0,,80,,,0,None
Denderleeuw,9470,Flanders,,None,APARTMENT,APARTMENT,225000,residential_sale,2,,None,0,0,1,2,0,,90,,,0,None
Binche,7130,Wallonie,,None,APARTMENT,APARTMENT,225000,residential_sale,2,,None,0,1,1,,1,,111,,,0,None
Oostende,8400,Flanders,,None,APARTMENT,DUPLEX,229000,residential_sale,2,,None,0,0,1,5,0,,80,,,0,None
Lier,2500,Flanders,,None,APARTMENT,APARTMENT,225000,residential_sale,2,,None,0,0,1,3,0,,84,,,0,None
Anderlecht,1070,Brussels,1938,F,APARTMENT,APARTMENT,225000,residential_sale,2,38,0,0,1,1,4,0,,88,,2,0,JUST_RENOVATED
Eeklo,9900,Flanders,,None,APARTMENT,APARTMENT,220000,residential_sale,2,,None,0,0,0,,1,,80,,,0,None
Deurne,2100,Flanders,1976,B,APARTMENT,APARTMENT,219000,residential_sale,2,32,0,0,0,1,6,0,,95,,2,0,GOOD
Koekelberg,1081,Brussels,1954,G,APARTMENT,APARTMENT,220000,residential_sale,2,37,1,0,0,1,2,0,,87,,2,0,GOOD
Brugge,8000,Flanders,,None,APARTMENT,APARTMENT,1395000,residential_sale,3,,None,0,1,0,,0,,201,,,0,None
Beernem,8730,Flanders,,None,HOUSE,HOUSE,525000,residential_sale,5,,None,0,0,1,,0,,398,,,0,None
Turnhout,2300,Flanders,,None,APARTMENT,APARTMENT,217000,residential_sale,1,,None,0,1,1,6,0,,72,,,0,None
Ekeren,2180,Flanders,,None,HOUSE,HOUSE,539000,residential_sale,3,,None,0,1,1,20,1,97,164,,,0,None
Brugge,8000,Flanders,,None,APARTMENT,APARTMENT,1150000,residential_sale,3,,None,0,1,0,,0,,160,,,0,None
Gistel,8470,Flanders,,None,HOUSE,HOUSE,365000,residential_sale,4,,None,0,0,0,,0,,199,,,0,None
Middelkerke,8430,Flanders,,None,APARTMENT,APARTMENT,158000,residential_sale,1,,None,0,0,0,,0,,38,,,0,None
Lembeek,1502,Flanders,,None,HOUSE,HOUSE,265000,residential_sale,2,,None,0,0,0,,0,,126,,,0,None
Zwevezele,8750,Flanders,,None,HOUSE,HOUSE,351470,residential_sale,3,,None,0,0,1,,0,,180,,,0,None
Beerse,2340,Flanders,,None,HOUSE,HOUSE,445000,residential_sale,3,,None,0,0,0,,1,450,230,,,0,None
Assebroek,8310,Flanders,,None,HOUSE,HOUSE,289000,residential_sale,3,,None,0,0,1,,0,,122,,,0,None
Zwalm,9630,Flanders,,None,HOUSE,HOUSE,290000,residential_sale,3,,None,0,0,0,,0,,,,,0,None
Beerse,2340,Flanders,,None,HOUSE,HOUSE,389000,residential_sale,4,,None,0,0,0,,0,,,,,0,None
Waterlandkerkje,4508 KA,,,None,HOUSE,HOUSE,1695000,residential_sale,0,,None,0,0,0,,0,,,,,0,None
Nieuwpoort,8620,Flanders,,None,HOUSE,HOUSE,335000,residential_sale,3,,None,0,0,0,,0,,148,,,0,None
Tielt,8700,Flanders,,None,HOUSE,HOUSE,200000,residential_sale,5,,None,0,0,0,,1,,,,,0,None
Tielt,8700,Flanders,,None,HOUSE,HOUSE,55000,residential_sale,2,,None,0,0,0,,1,,134,,,0,None
Sint-Andries,8200,Flanders,,None,APARTMENT,APARTMENT,240000,residential_sale,2,,None,0,0,1,,0,,81,,,0,None
Sint-Niklaas,9100,Flanders,,None,HOUSE,HOUSE,615000,residential_sale,5,,None,0,0,0,,0,,,,,0,None
Knokke-Heist,8300,Flanders,,None,APARTMENT,APARTMENT,625000,residential_sale,2,,None,0,0,1,,0,,86,,,0,None
Tielt,8700,Flanders,,None,HOUSE,HOUSE,75000,residential_sale,4,,None,0,0,0,,1,,140,,,0,None
Willebroek,2830,Flanders,1954,D,HOUSE,HOUSE,259000,residential_sale,3,26,0,0,0,0,,1,70,110,194,,0,TO_RENOVATE
Knokke-Heist,8301,Flanders,,None,HOUSE,HOUSE,1195000,residential_sale,5,,None,0,0,0,,0,,157,,,0,None
Houffalize,6660,Wallonie,,E,HOUSE,HOUSE,359000,residential_sale,4,35,0,0,0,1,60,0,,153,872,4,0,AS_NEW
Gent,9000,Flanders,,None,APARTMENT,GROUND_FLOOR,449000,residential_sale,2,,None,0,0,0,,0,,,,,0,None
Brugge,8000,Flanders,,None,HOUSE,HOUSE,368500,residential_sale,3,,None,0,0,0,,0,,160,,,0,None
SINT-TRUIDEN,3800,Flanders,,None,HOUSE,HOUSE,340000,residential_sale,2,,None,0,1,1,80,1,,365,,,0,None
Gent,9000,Flanders,,None,HOUSE,HOUSE,269900,residential_sale,4,,None,0,0,0,,0,,149,,,0,None
Vilvoorde,1800,Flanders,,None,HOUSE,HOUSE,398000,residential_sale,3,,None,0,0,1,,0,,217,,,0,None
Deerlijk,8540,Flanders,,None,HOUSE,HOUSE,390000,residential_sale,3,,None,0,0,1,,0,,177,,,0,None
Roeselare,8800,Flanders,,None,HOUSE,HOUSE,450000,residential_sale,4,,None,0,0,0,,0,,184,,,0,None
Oostende,8400,Flanders,,None,APARTMENT,APARTMENT,135000,residential_sale,1,,None,0,0,0,,0,,53,,,0,None
Tielt,8700,Flanders,,None,APARTMENT,APARTMENT,302746,residential_sale,2,,None,0,0,1,13,1,,98,,,0,None
Oostende,8400,Flanders,,None,APARTMENT,APARTMENT,490000,residential_sale,3,,None,1,0,0,,0,,101,,,0,None
Zwijndrecht,2070,Flanders,,None,APARTMENT,APARTMENT,179000,residential_sale,2,,None,0,0,0,,0,,83,,,0,None
Tielt,8700,Flanders,,None,APARTMENT,APARTMENT,341253,residential_sale,2,,None,0,0,1,11,1,,103,,,0,None
Melsen,9820,Flanders,,None,HOUSE,HOUSE,850000,residential_sale,4,,None,0,0,0,,0,,240,,,0,None
Tielt,8700,Flanders,,None,APARTMENT,APARTMENT,382560,residential_sale,2,,None,0,0,1,17,1,,120,,,0,None
Wijnegem,2110,Flanders,,None,HOUSE,HOUSE,415000,residential_sale,3,,None,0,0,0,,1,992,120,,,0,None
Deurne,2100,Flanders,,None,APARTMENT,APARTMENT,189000,residential_sale,1,,None,0,0,1,6,0,,60,,,0,None
Oostende,8400,Flanders,,None,HOUSE,HOUSE,299000,residential_sale,3,,None,0,0,1,,0,,,,,0,None
Bredene,8450,Flanders,,None,APARTMENT,APARTMENT,269000,residential_sale,3,,None,0,0,0,,0,,115,,,0,None
Tielt,8700,Flanders,,None,APARTMENT,APARTMENT,253198,residential_sale,1,,None,0,0,1,16,1,,74,,,0,None
Tielt,8700,Flanders,,None,APARTMENT,APARTMENT,370359,residential_sale,2,,None,0,0,1,32,1,,112,,,0,None
Lier,2500,Flanders,,None,HOUSE,HOUSE,405000,residential_sale,3,,None,0,0,0,,0,,130,,,0,None
Knokke-Heist,8300,Flanders,,None,APARTMENT,APARTMENT,500000,residential_sale,2,,None,0,0,0,,0,,75,,,0,None
Tielt,8700,Flanders,,None,APARTMENT,APARTMENT,286290,residential_sale,2,,None,0,0,1,26,1,,95,,,0,None
Gent,9000,Flanders,,None,APARTMENT,FLAT_STUDIO,269000,residential_sale,1,,None,0,0,0,,0,,,,,0,None
Gent,9000,Flanders,,None,APARTMENT,FLAT_STUDIO,296000,residential_sale,1,,None,0,0,0,,0,,,,,0,None
Tienen,3300,Flanders,,None,HOUSE,HOUSE,415000,residential_sale,5,,None,0,0,1,,0,,190,,,0,None
Tielt,8700,Flanders,,None,APARTMENT,APARTMENT,364384,residential_sale,2,,None,0,0,1,30,1,,114,,,0,None
Peer,3990,Flanders,,None,HOUSE,HOUSE,495000,residential_sale,5,,None,0,0,0,,0,,181,,,0,None
Rance,6470,Wallonie,,None,HOUSE,HOUSE,349000,residential_sale,3,,None,0,0,0,,0,,420,,,0,None
Vilvoorde,1800,Flanders,2005,C,APARTMENT,SERVICE_FLAT,189000,residential_sale,1,25,0,0,1,1,20,0,,60,,2,0,GOOD
La Louviere,7100,Wallonie,,None,HOUSE,HOUSE,99000,residential_sale,2,,None,0,0,0,,0,,,,,0,None
Boom,2850,Flanders,,None,APARTMENT,APARTMENT,249000,residential_sale,2,,None,0,0,1,10,1,,81,,,0,None
Anderlecht,1070,Brussels,,None,APARTMENT,APARTMENT,189000,residential_sale,2,,None,0,0,1,2,0,,50,,,0,None
Reet,2840,Flanders,,None,HOUSE,HOUSE,1125000,residential_sale,3,,None,0,0,1,,1,,326,,,1,None
Gent,9000,Flanders,1939,D,HOUSE,HOUSE,645000,residential_sale,4,20,0,0,0,1,6,1,85,235,175,,0,
BRUXELLES,1000,Brussels,,None,APARTMENT,APARTMENT,189000,residential_sale,2,,None,0,1,1,12,0,,75,,,0,None
Oostende,8400,Flanders,,None,APARTMENT,APARTMENT,349000,residential_sale,2,,None,0,0,1,16,0,,81,,,0,None
Boom,2850,Flanders,,None,APARTMENT,APARTMENT,115000,residential_sale,1,,None,0,0,1,2,1,,40,,,0,None
Blankenberge,8370,Flanders,,None,APARTMENT,APARTMENT,187000,residential_sale,1,,None,1,0,0,,0,,67,,,0,None
Sint-Amandsberg,9040,Flanders,,None,APARTMENT,APARTMENT,249000,residential_sale,2,,None,0,0,1,4,0,,85,,,0,None
Haacht,3150,Flanders,,None,HOUSE,HOUSE,360000,residential_sale,3,,None,0,0,0,,1,,195,,,0,None
Appelterre-Eichem,9400,Flanders,1938,B,HOUSE,HOUSE,475000,residential_sale,7,48,0,0,0,0,,0,,290,408,3,0,AS_NEW
Mortsel,2640,Flanders,,None,APARTMENT,APARTMENT,187000,residential_sale,1,,None,0,1,1,,0,,,,,0,None
Westende,8434,Flanders,,None,APARTMENT,APARTMENT,139000,residential_sale,1,,None,0,0,1,,0,,40,,,0,None
Forest,1190,Brussels,,None,APARTMENT,FLAT_STUDIO,179000,residential_sale,0,,None,0,0,1,7,0,,50,,,0,None
Ninove,9400,Flanders,,None,APARTMENT,PENTHOUSE,205000,residential_sale,1,,None,0,0,0,,0,,77,,,0,None
Blankenberge,8370,Flanders,,None,APARTMENT,APARTMENT,175000,residential_sale,1,,None,1,0,0,,0,,57,,,0,None
Liege,4020,Wallonie,1970,B,APARTMENT,APARTMENT,129500,residential_sale,1,24,0,0,0,1,4,0,,46,,2,0,GOOD
De Haan,8420,Flanders,,None,HOUSE,HOUSE,460000,residential_sale,3,,None,0,0,1,,1,,252,,,0,None
Uccle,1180,Brussels,,None,HOUSE,HOUSE,445000,residential_sale,3,,None,0,1,0,,1,185,180,,,0,None
Knokke-Heist,8301,Flanders,,None,APARTMENT,APARTMENT,125000,annuity_monthly_amount,2,,None,0,1,1,,0,,94,,,0,None
Zaventem Sint-Stevens-Woluwe,1932,Flanders,,None,APARTMENT,FLAT_STUDIO,170000,residential_sale,0,,None,0,0,1,4,0,,37,,,0,None
Knokke-Heist,8301,Flanders,,None,APARTMENT,GROUND_FLOOR,125000,annuity_monthly_amount,2,,None,0,1,1,,0,,94,,,0,None
Uccle,1180,Brussels,,None,APARTMENT,FLAT_STUDIO,170000,residential_sale,1,,None,0,0,0,,0,,35,,,0,None
Brugge,8000,Flanders,,None,HOUSE,HOUSE,460000,residential_sale,3,,None,0,0,0,,1,,205,,,0,None
Zaventem Sint-Stevens-Woluwe,1200,Brussels,,None,APARTMENT,FLAT_STUDIO,170000,residential_sale,0,,None,0,0,1,4,0,,37,,,0,None
Bruxelles,1020,Brussels,,None,APARTMENT,FLAT_STUDIO,125000,residential_sale,0,,None,0,1,1,10,0,,42,,,0,None
Attert,6717,Wallonie,,None,HOUSE,HOUSE,460000,residential_sale,3,,None,0,0,0,,0,,141,,,0,None
Blankenberge,8370,Flanders,,None,APARTMENT,FLAT_STUDIO,169000,residential_sale,0,,None,1,0,1,,0,,47,,,0,None
Grez-Doiceau,1390,Wallonie,,None,APARTMENT,FLAT_STUDIO,120000,residential_sale,1,,None,0,1,0,,0,,48,,,0,None
Dinant,5500,Wallonie,,None,APARTMENT,APARTMENT,169000,residential_sale,2,,None,0,1,0,,0,,76,,,0,None
