locality,postal_code,region,property_type,subtype_property,price,contruction_year,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Edegem,2650,Flanders,APARTMENT,APARTMENT,359000,,residential_sale,3,,None,0,1,1,5,0,,120,,,0,None
Mechelen,2800,Flanders,HOUSE,HOUSE,360000,1931,residential_sale,2,33,0,0,0,0,,1,24,160,120,2,0,GOOD
Leuze-En-Hainaut,7900,Wallonie,APARTMENT,APARTMENT,181000,,residential_sale,1,,None,0,0,1,7,0,,59,,,0,None
Evergem Sleidinge,9940,Flanders,APARTMENT,APARTMENT,330000,,residential_sale,2,,None,0,0,1,14,0,,93,,,0,None
Evergem Sleidinge,9940,Flanders,APARTMENT,APARTMENT,320000,,residential_sale,2,,None,0,0,1,14,0,,93,,,0,None
Evergem Sleidinge,9940,Flanders,APARTMENT,APARTMENT,310000,,residential_sale,2,,None,0,0,1,9,0,,90,,,0,None
Evergem Sleidinge,9940,Flanders,APARTMENT,APARTMENT,320000,,residential_sale,2,,None,0,0,1,9,0,,90,,,0,None
Lier,2500,Flanders,APARTMENT,APARTMENT,296000,,residential_sale,2,,None,0,1,1,8,1,,89,,,0,None
La Hulpe,1310,Wallonie,APARTMENT,APARTMENT,705000,,residential_sale,3,,None,0,0,1,32,1,46,158,,,0,None
Etterbeek,1040,Brussels,APARTMENT,APARTMENT,475000,,residential_sale,3,,None,0,0,1,3,0,,130,,,0,None
Evergem Sleidinge,9940,Flanders,APARTMENT,APARTMENT,255000,,residential_sale,1,,None,0,0,1,9,0,,69,,,0,None
Brussels City,1000,Brussels,APARTMENT,APARTMENT,268000,,residential_sale,1,25,0,0,1,1,3,0,,65,,3,0,TO_RENOVATE
Evergem Sleidinge,9940,Flanders,APARTMENT,APARTMENT,260000,,residential_sale,1,,None,0,0,1,9,0,,69,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,1995000,,residential_sale,3,,None,0,0,1,34,0,,280,,,0,None
Knokke-Heist Knokke,8300,Flanders,APARTMENT,APARTMENT,4600000,,residential_sale,3,,None,0,0,1,17,0,,163,,,0,None
Binche,7130,Wallonie,HOUSE,HOUSE,225000,,residential_sale,3,,None,0,1,1,,0,,181,,,0,None
Beyne-Heusay,4610,Wallonie,HOUSE,HOUSE,229000,,residential_sale,3,26,0,0,0,0,,0,,140,183,2,0,
Knokke-Heist,8300,Flanders,APARTMENT,APARTMENT,1850000,,residential_sale,3,,None,0,0,1,,0,,113,,,0,None
PUURS-SINT-AMANDS,2890,Flanders,HOUSE,HOUSE,530000,,residential_sale,3,,None,0,1,0,,0,,180,,,0,None
SINT-KATELIJNE-WAVER,2860,Flanders,HOUSE,HOUSE,365000,,residential_sale,3,,None,0,1,0,,0,,135,,,0,None
Mechelen,2800,Flanders,HOUSE,HOUSE,365000,,residential_sale,3,,None,0,1,0,,0,,135,,,0,None
AISEAU,6250,Wallonie,APARTMENT,APARTMENT,130000,,residential_sale,4,,None,0,1,0,,0,,255,,,0,None
AISEAU,6250,Wallonie,HOUSE,HOUSE,130000,,residential_sale,4,,None,0,1,0,,0,,255,,,0,None
Koersel,3582,Flanders,APARTMENT,APARTMENT,275000,,residential_sale,3,,None,0,1,1,,0,,206,,,0,None
Ganshoren,1083,Brussels,APARTMENT,APARTMENT,285000,,residential_sale,2,,None,0,1,1,9,0,,105,,,0,None
Gozée,6534,Wallonie,HOUSE,HOUSE,365000,,residential_sale,4,,None,0,1,1,,0,,311,,,0,None
Forest,1190,Brussels,APARTMENT,APARTMENT,207000,,residential_sale,0,,None,0,0,1,2,0,,46,,,0,None
Borgerhout,2140,Flanders,APARTMENT,APARTMENT,187500,,residential_sale,2,,None,0,1,1,2,0,,80,,,0,None
Forest,1190,Brussels,APARTMENT,APARTMENT,340000,,residential_sale,2,,None,0,0,1,3,0,,126,,,0,None
Forest,1190,Brussels,APARTMENT,APARTMENT,313000,,residential_sale,2,,None,0,0,1,14,0,,87,,,0,None
Brussels City,1000,Brussels,APARTMENT,APARTMENT,720000,,residential_sale,3,,None,0,0,1,12,0,,166,,,0,None
Antwerp,2018,Flanders,APARTMENT,APARTMENT,169000,,residential_sale,2,30,0,0,1,1,3,0,,67,,2,0,TO_RENOVATE
Etterbeek,1040,Brussels,APARTMENT,APARTMENT,730000,,residential_sale,3,,None,0,0,1,,0,,161,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,715000,,residential_sale,2,,None,0,0,1,6,0,,177,,,0,None
Ixelles,1050,Brussels,APARTMENT,APARTMENT,670000,,residential_sale,3,,None,0,0,1,13,0,,131,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,660000,,residential_sale,3,,None,0,0,1,10,0,,131,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,APARTMENT,APARTMENT,650000,,residential_sale,3,,None,0,0,1,14,0,,135,,,0,None
Antwerp,2018,Flanders,APARTMENT,APARTMENT,645000,1968,residential_sale,2,80,1,0,0,1,25,0,,160,,,0,JUST_RENOVATED
Uccle,1180,Brussels,APARTMENT,APARTMENT,615000,,residential_sale,2,43,1,0,0,1,11,0,,114,,,0,AS_NEW
Antwerp,2000,Flanders,APARTMENT,APARTMENT,645000,1968,residential_sale,2,80,1,0,0,1,25,0,,160,,,0,JUST_RENOVATED
Uccle,1180,Brussels,APARTMENT,APARTMENT,615000,,residential_sale,2,43,1,0,0,1,11,0,,114,,,0,AS_NEW
Uccle,1180,Brussels,APARTMENT,APARTMENT,595000,,residential_sale,3,,None,0,0,1,15,0,,145,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,595000,,residential_sale,3,,None,0,0,1,9,0,,142,,,0,None
Middelkerke,8430,Flanders,APARTMENT,APARTMENT,597000,,residential_sale,4,,None,0,1,1,25,0,,176,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,585000,2016,residential_sale,3,40,1,0,0,1,20,0,,143,,2,0,AS_NEW
Uccle,1180,Brussels,APARTMENT,APARTMENT,595000,,residential_sale,3,,None,0,0,1,20,0,,175,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,575000,,residential_sale,3,,None,0,0,1,8,0,,150,,,0,None
Brussels City,1000,Brussels,APARTMENT,APARTMENT,540000,,residential_sale,2,,None,0,0,1,52,0,,118,,,0,None
Waregem,8790,Flanders,HOUSE,HOUSE,175000,,residential_sale,3,,None,0,0,0,,0,,,,,0,None
Ardooie,8850,Flanders,HOUSE,HOUSE,350000,,residential_sale,3,,None,0,0,1,50,0,,184,,,0,None
Zwijnaarde,9052,Flanders,APARTMENT,APARTMENT,900000,,residential_sale,3,,None,0,1,1,25,0,,199,,,0,None
SINT-JANS-MOLENBEEK,1080,Brussels,APARTMENT,APARTMENT,255000,,residential_sale,2,,None,0,1,1,5,0,,90,,,0,None
Merksem,2170,Flanders,APARTMENT,APARTMENT,195000,,residential_sale,2,,None,0,1,1,7,0,,100,,,0,None
Wilrijk,2610,Flanders,HOUSE,HOUSE,420000,1931,residential_sale,4,41,0,0,1,0,,1,,220,0,2,0,JUST_RENOVATED
Chimay,6460,Wallonie,HOUSE,HOUSE,190000,,residential_sale,2,,None,0,1,0,,0,,,,,0,None
Brussels City,1000,Brussels,APARTMENT,APARTMENT,310000,,residential_sale,1,,None,0,0,0,,0,,75,,,0,None
Menen,8930,Flanders,HOUSE,HOUSE,215000,,residential_sale,3,,None,0,0,1,,0,,115,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,380000,,residential_sale,3,,None,0,0,1,,0,,122,,,0,None
HOUTHALEN,3530,Flanders,APARTMENT,APARTMENT,320000,2018,residential_sale,3,48,1,0,1,1,55,1,88,108,,2,0,AS_NEW
Brugge,8000,Flanders,APARTMENT,APARTMENT,359000,,residential_sale,3,,None,0,0,0,,0,,,,,0,None
Antwerp,2000,Flanders,APARTMENT,APARTMENT,399000,2021,residential_sale,3,62,0,0,1,1,24,0,,157,,,0,
Sint-Kruis,8310,Flanders,HOUSE,HOUSE,469500,,residential_sale,4,,None,0,0,1,,0,,287,,,0,None
Herne,1540,Flanders,HOUSE,HOUSE,368000,1980,residential_sale,3,40,1,0,1,1,56,1,,140,592,4,0,GOOD
De Panne,8660,Flanders,HOUSE,HOUSE,1375000,,residential_sale,4,,None,0,0,1,,0,,514,,,0,None
BREENDONK,2870,Flanders,HOUSE,HOUSE,399000,2021,residential_sale,3,62,0,0,1,1,24,0,,157,0,,0,
Willebroek,2830,Flanders,APARTMENT,APARTMENT,275000,,residential_sale,2,,None,0,1,1,22,1,30,97,,,0,None
Koksijde,8670,Flanders,APARTMENT,APARTMENT,410000,,residential_sale,3,,None,1,0,1,13,0,,95,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,165000,,residential_sale,2,,None,1,0,1,,0,,68,,,0,None
Willebroek,2830,Flanders,APARTMENT,APARTMENT,259000,,residential_sale,2,,None,0,1,1,21,1,28,91,,,0,None
Willebroek,2830,Flanders,APARTMENT,APARTMENT,259000,,residential_sale,2,,None,0,1,1,21,1,29,90,,,0,None
Willebroek,2830,Flanders,APARTMENT,APARTMENT,220000,,residential_sale,1,,None,0,1,1,19,1,31,68,,,0,None
Willebroek,2830,Flanders,APARTMENT,APARTMENT,339000,,residential_sale,2,,None,0,1,1,65,0,,105,,,0,None
Grâce-Hollogne,4460,Wallonie,HOUSE,HOUSE,189000,,residential_sale,2,,None,0,0,1,56,1,224,92,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,130000,,residential_sale,1,,None,1,0,1,,0,,56,,,0,None
Assenede,9960,Flanders,HOUSE,HOUSE,329000,,residential_sale,3,,None,0,0,0,,0,,111,,,0,None
Kapelle-op-den-Bos,1880,Flanders,HOUSE,HOUSE,300000,1956,residential_sale,4,34,0,0,0,1,50,1,1000,152,1316,3,0,TO_RENOVATE
Mouscron,7700,Wallonie,APARTMENT,APARTMENT,185000,,residential_sale,3,,None,0,1,0,,0,,138,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,139000,,residential_sale,1,,None,1,0,0,,0,,50,,,0,None
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,570000,,residential_sale,3,,None,0,0,0,,0,,180,,,0,None
Ittre,1460,Wallonie,HOUSE,HOUSE,395000,,residential_sale,3,,None,0,0,0,,0,,165,,,0,None
Evergem,9940,Flanders,HOUSE,HOUSE,425000,,residential_sale,5,,None,0,0,0,,0,,180,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,550000,,residential_sale,4,,None,0,0,1,5,0,,169,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,158000,,residential_sale,1,,None,0,0,1,,0,,58,,,0,None
Watermael-Boitsfort,1170,Brussels,APARTMENT,APARTMENT,545000,,residential_sale,3,,None,0,0,1,7,0,,160,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,550000,,residential_sale,3,,None,0,0,1,9,0,,140,,,0,None
Ixelles,1050,Brussels,APARTMENT,APARTMENT,1500000,,residential_sale,3,,None,0,0,0,,0,,285,,,0,None
Ixelles,1050,Brussels,APARTMENT,APARTMENT,1290000,,residential_sale,3,,None,0,1,1,80,0,,320,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,APARTMENT,APARTMENT,1695000,,residential_sale,3,,None,0,0,1,33,0,,242,,,0,None
Auderghem,1160,Brussels,APARTMENT,APARTMENT,545000,,residential_sale,3,,None,0,0,1,7,0,,160,,,0,None
Watermael-Boitsfort,1180,Brussels,APARTMENT,APARTMENT,535000,,residential_sale,4,,None,0,1,1,26,1,,165,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,APARTMENT,APARTMENT,1060000,,residential_sale,3,,None,0,0,1,,0,,214,,,0,None
Watermael-Boitsfort,1170,Brussels,APARTMENT,APARTMENT,530000,1993,residential_sale,3,43,1,0,0,1,6,0,,161,,3,0,AS_NEW
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,975000,,residential_sale,2,,None,0,0,0,,0,,200,,,0,None
Deinze,9800,Flanders,APARTMENT,APARTMENT,539000,,residential_sale,3,,None,0,1,1,17,0,,188,,,0,None
Antwerp,2000,Flanders,APARTMENT,APARTMENT,990000,1996,residential_sale,3,67,1,0,0,1,15,0,,184,,2,0,GOOD
De Haan,8420,Flanders,APARTMENT,APARTMENT,949000,,residential_sale,3,,None,0,0,0,,0,,132,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,522500,,residential_sale,2,,None,0,0,1,19,0,,100,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,520000,2018,residential_sale,2,56,1,0,0,1,18,0,,110,,4,0,AS_NEW
Woluwe-Saint-Pierre,1150,Brussels,APARTMENT,APARTMENT,895000,,residential_sale,3,,None,0,0,1,11,0,,210,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,499000,,residential_sale,3,,None,0,0,1,28,0,,140,,,0,None
Ixelles,1050,Brussels,APARTMENT,APARTMENT,890000,,residential_sale,3,,None,0,1,1,8,0,,200,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,499000,,residential_sale,2,,None,0,0,1,,0,,80,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,APARTMENT,APARTMENT,499000,,residential_sale,2,,None,0,0,1,7,0,,105,,,0,None
Auderghem,1160,Brussels,APARTMENT,APARTMENT,880000,,residential_sale,3,,None,0,0,1,12,0,,150,,,0,None
Gent,9000,Flanders,APARTMENT,APARTMENT,850000,,residential_sale,4,,None,0,1,1,60,0,,204,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,APARTMENT,APARTMENT,850000,,residential_sale,3,,None,0,0,1,38,0,,180,,,0,None
Gent,9000,Flanders,APARTMENT,APARTMENT,850000,,residential_sale,4,,None,0,1,1,60,0,,204,,,0,None
Habay,6720,Wallonie,APARTMENT,APARTMENT,495000,,residential_sale,3,,None,0,0,1,77,1,1365,168,,,0,None
Ninove,9400,Flanders,APARTMENT,APARTMENT,495000,2009,residential_sale,3,94,1,0,1,1,33,0,,200,,3,0,GOOD
Woluwe-Saint-Pierre,1150,Brussels,APARTMENT,APARTMENT,840000,1968,residential_sale,4,78,1,0,0,1,,0,,253,,2,0,AS_NEW
Brugge,8000,Flanders,APARTMENT,APARTMENT,840000,,residential_sale,3,,None,0,0,0,,1,,202,,,0,None
Liège,4000,Wallonie,APARTMENT,APARTMENT,495000,,residential_sale,5,,None,0,1,1,18,0,,250,,,0,None
Sint-Jans-Molenbeek,1080,Brussels,APARTMENT,APARTMENT,499000,,residential_sale,3,,None,0,0,1,12,0,,191,,,0,None
Knokke-Heist Knokke,8300,Flanders,APARTMENT,APARTMENT,835000,,residential_sale,3,,None,0,0,1,,0,,114,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,495000,,residential_sale,3,,None,1,0,1,18,0,,155,,,0,None
Uccle,1180,Brussels,APARTMENT,APARTMENT,495000,,residential_sale,2,,None,0,0,1,4,0,,140,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,495000,,residential_sale,2,,None,0,0,1,10,0,,148,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,799500,,residential_sale,3,,None,0,0,1,42,1,69,233,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,795000,,residential_sale,3,,None,0,0,1,,0,,170,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,495000,1999,residential_sale,3,28,1,0,0,1,7,0,,150,,2,0,GOOD
Woluwe-Saint-Lambert,1200,Brussels,APARTMENT,APARTMENT,490000,,residential_sale,3,,None,0,0,1,10,0,,135,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,APARTMENT,APARTMENT,795000,,residential_sale,4,,None,0,0,0,,0,,235,,,0,None
Woluwe-Saint-Pierre,1150,Brussels,APARTMENT,APARTMENT,795000,,residential_sale,4,,None,0,0,0,,0,,300,,,0,None
Forest,1190,Brussels,APARTMENT,APARTMENT,485000,1968,residential_sale,2,33,0,0,0,1,4,0,,115,,2,0,GOOD
Bruxelles,1050,Brussels,APARTMENT,APARTMENT,790000,,residential_sale,2,,None,0,0,0,,0,,200,,,0,None
Evere,1140,Brussels,APARTMENT,APARTMENT,465000,,residential_sale,3,,None,0,0,1,40,0,,136,,,0,None
Ixelles,1050,Brussels,APARTMENT,APARTMENT,475000,,residential_sale,3,,None,0,0,1,4,0,,125,,,0,None
Ronse,9600,Flanders,APARTMENT,APARTMENT,469000,1930,residential_sale,8,25,0,0,0,1,20,0,,400,,3,0,GOOD
Galmaarden,1570,Flanders,HOUSE,HOUSE,345000,1968,residential_sale,4,35,0,0,0,0,,0,,,1031,,0,TO_RENOVATE
Oostende,8400,Flanders,APARTMENT,APARTMENT,335000,,residential_sale,1,,None,0,0,1,3,0,,61,,,0,None
Galmaarden,1570,Flanders,HOUSE,HOUSE,270000,1965,residential_sale,3,32,0,0,0,0,,0,,,900,,0,TO_RENOVATE
Oostende,8400,Flanders,APARTMENT,APARTMENT,148000,,residential_sale,2,21,0,0,0,0,,0,,55,,,0,GOOD
Butgenbach,4750,Wallonie,HOUSE,HOUSE,415000,,residential_sale,5,,None,0,0,0,,0,,160,,,0,None
Antoing,7640,Wallonie,HOUSE,HOUSE,494679,,residential_sale,3,,None,0,0,0,,0,,189,,,0,None
Seneffe,7180,Wallonie,HOUSE,HOUSE,504509,,residential_sale,3,,None,0,0,0,,0,,205,,,0,None
Duffel,2570,Flanders,HOUSE,HOUSE,348000,,residential_sale,3,,None,0,1,0,,1,,131,,,0,None
Hooglede,8830,Flanders,HOUSE,HOUSE,284000,,residential_sale,4,,None,0,0,0,,1,,,,,0,None
Gilly,6060,Wallonie,HOUSE,HOUSE,249999,1940,residential_sale,4,41,0,0,0,1,41,1,2200,202,2280,3,0,GOOD
Lier,2500,Flanders,HOUSE,HOUSE,249000,,residential_sale,2,,None,0,1,0,,1,133,128,,,0,None
Meerhout,2450,Flanders,HOUSE,HOUSE,325000,1975,residential_sale,3,40,1,0,0,1,,0,,250,655,4,0,GOOD
Francorchamps,4970,Wallonie,HOUSE,HOUSE,249000,,residential_sale,3,,None,0,0,1,21,1,410,107,,,0,None
Auvelais,5060,Wallonie,APARTMENT,APARTMENT,237000,,residential_sale,2,,None,0,0,1,9,0,,78,,,0,None
Flemalle,4400,Wallonie,HOUSE,HOUSE,179500,,residential_sale,2,14,0,0,0,0,,1,190,100,306,2,0,GOOD
Geel,2440,Flanders,HOUSE,HOUSE,289000,,residential_sale,3,,None,0,0,0,,0,,201,,,0,None
Borgerhout,2140,Flanders,APARTMENT,APARTMENT,259000,1977,residential_sale,2,62,0,0,1,1,8,0,,136,,3,0,GOOD
Geetbets,3450,Flanders,HOUSE,HOUSE,379000,2019,residential_sale,5,32,0,0,0,1,,1,1050,240,1300,3,0,AS_NEW
Turnhout,2300,Flanders,APARTMENT,APARTMENT,185000,1989,residential_sale,2,44,1,0,0,1,50,0,,92,,,0,
Wetteren,9230,Flanders,APARTMENT,APARTMENT,315000,2020,residential_sale,2,36,1,0,0,1,,1,45,106,,2,0,AS_NEW
Forest,1190,Brussels,HOUSE,HOUSE,550000,,residential_sale,4,,None,0,0,0,,0,,230,,,0,None
Boom,2850,Flanders,HOUSE,HOUSE,310000,,residential_sale,3,,None,0,0,1,,0,,151,,,0,None
Holsbeek,3220,Flanders,HOUSE,HOUSE,657000,,residential_sale,3,,None,0,0,1,,1,1292,206,,,0,None
Aarschot,3202,Flanders,HOUSE,HOUSE,529320,2023,residential_sale,4,27,1,0,0,1,,0,,162,724,3,0,AS_NEW
Knokke-Heist,8300,Flanders,HOUSE,HOUSE,1595000,,residential_sale,5,,None,0,0,1,20,1,728,336,,,0,None
Saint-Privat-des-Vieux,30340,,HOUSE,HOUSE,345000,,residential_sale,4,,None,0,0,1,,0,,133,,,1,None
Asse,1730,Flanders,HOUSE,HOUSE,279000,1937,residential_sale,2,30,0,0,0,1,,1,58,221,150,2,0,GOOD
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,302500,,residential_sale,2,,None,0,0,1,6,0,,83,,,0,None
Dave,5100,Wallonie,HOUSE,HOUSE,260000,,residential_sale,3,27,0,0,0,1,,1,355,125,465,2,0,GOOD
Binche,7134,Wallonie,HOUSE,HOUSE,425000,,residential_sale,7,68,0,0,0,1,180,1,6700,,6871,4,0,TO_BE_DONE_UP
Strombeek-Bever,1853,Flanders,APARTMENT,APARTMENT,185000,,residential_sale,1,,None,0,0,0,,0,,75,,,0,None
Balen,2490,Flanders,HOUSE,HOUSE,443000,,residential_sale,3,,None,0,0,1,,0,,150,,,0,None
Knokke-Heist,8300,Flanders,APARTMENT,APARTMENT,459000,,residential_sale,2,,None,0,0,1,,0,,80,,,0,None
Holsbeek,3220,Flanders,HOUSE,HOUSE,575000,,residential_sale,4,,None,0,0,0,,0,,280,,,0,None
Uccle,1180,Brussels,HOUSE,HOUSE,890000,,residential_sale,3,,None,0,0,1,,1,920,300,,,0,None
Balen,2490,Flanders,HOUSE,HOUSE,368000,,residential_sale,3,,None,0,0,1,,0,,130,,,0,None
Balen,2490,Flanders,HOUSE,HOUSE,368000,,residential_sale,3,,None,0,0,1,,0,,130,,,0,None
Kruisem,9750,Flanders,HOUSE,HOUSE,260000,1946,residential_sale,4,38,0,0,0,1,20,1,40,240,371,3,0,TO_RENOVATE
Lokeren Eksaarde,9160,Flanders,HOUSE,HOUSE,549000,,residential_sale,4,,None,0,0,1,60,1,1100,260,,,1,None
Anderlecht,1070,Brussels,HOUSE,HOUSE,425000,,residential_sale,5,,None,0,0,1,,0,,210,,,0,None
La Louviere,7100,Wallonie,HOUSE,HOUSE,169000,,residential_sale,3,,None,0,0,1,,0,,154,,,0,None
Schilde,2970,Flanders,HOUSE,HOUSE,749000,,residential_sale,3,,None,0,0,1,,1,850,160,,,0,None
Limbourg,4830,Wallonie,HOUSE,HOUSE,89000,,residential_sale,3,,None,0,0,1,19,0,,105,,,0,None
Mons,7000,Wallonie,HOUSE,HOUSE,220000,,residential_sale,5,,None,0,0,0,,0,,178,,,0,None
Schoten,2900,Flanders,HOUSE,HOUSE,299000,,residential_sale,2,,None,0,0,1,4,1,60,134,,,0,None
Gilly,6060,Wallonie,APARTMENT,APARTMENT,78000,,residential_sale,2,,None,0,0,1,6,0,,56,,,0,None
Kapellen,2950,Flanders,HOUSE,HOUSE,359000,,residential_sale,3,,None,0,0,0,,0,,162,,,0,None
Marcinelle,6001,Wallonie,HOUSE,HOUSE,169000,,residential_sale,4,23,0,0,0,1,,0,,140,0,2,0,GOOD
Malmedy,4960,Wallonie,HOUSE,HOUSE,225000,1998,residential_sale,4,33,0,0,0,0,,0,,132,917,4,0,TO_BE_DONE_UP
Montignies-sur-Sambre,6061,Wallonie,APARTMENT,APARTMENT,149000,,residential_sale,2,,None,0,0,1,,0,,80,,,0,None
Marcinelle,6001,Wallonie,APARTMENT,APARTMENT,119000,,residential_sale,2,,None,0,0,1,,0,,80,,,0,None
Buggenhout,9255,Flanders,HOUSE,HOUSE,409000,,residential_sale,2,,None,0,0,1,,0,,,,,0,None
Kraainem,1950,Flanders,HOUSE,HOUSE,520000,,residential_sale,3,,None,0,0,1,25,1,90,140,,,0,None
Mechelen,2800,Flanders,APARTMENT,APARTMENT,199000,,residential_sale,1,,None,0,0,1,8,0,,71,,,0,None
Londerzeel Malderen,1840,Flanders,HOUSE,HOUSE,345000,,residential_sale,4,,None,0,0,1,,0,,134,,,0,None
Lessines,7866,Wallonie,HOUSE,HOUSE,375000,,residential_sale,4,65,0,0,0,1,,0,,264,2534,4,0,GOOD
Laarne,9270,Flanders,HOUSE,HOUSE,439000,1957,residential_sale,4,40,0,0,0,1,50,1,727,270,727,3,0,TO_RENOVATE
Mechelen,2800,Flanders,APARTMENT,APARTMENT,229000,,residential_sale,1,,None,0,0,1,8,0,,84,,,0,None
Putte,2580,Flanders,HOUSE,HOUSE,275000,,residential_sale,4,,None,0,0,1,,0,,265,,,0,None
Mechelen,2800,Flanders,APARTMENT,APARTMENT,229000,,residential_sale,1,,None,0,0,1,8,0,,84,,,0,None
Antwerpen Hoboken,2660,Flanders,APARTMENT,APARTMENT,270000,,residential_sale,3,,None,0,0,1,8,0,,86,,,0,None
Mechelen,2800,Flanders,APARTMENT,APARTMENT,199000,,residential_sale,1,,None,0,0,1,8,0,,72,,,0,None
Ravels,2380,Flanders,HOUSE,HOUSE,380000,1964,residential_sale,4,56,1,0,0,1,,1,150,230,354,3,0,AS_NEW
Antwerp,2050,Flanders,APARTMENT,APARTMENT,299000,,residential_sale,3,,None,0,0,1,6,0,,113,,,0,None
Sint-Agatha-Berchem,1082,Brussels,APARTMENT,APARTMENT,179000,,residential_sale,1,,None,0,0,1,,0,,,,,0,None
Arendonk,2370,Flanders,HOUSE,HOUSE,246000,1973,residential_sale,3,34,0,0,0,0,,0,,180,328,2,0,TO_BE_DONE_UP
Couillet,6010,Wallonie,HOUSE,HOUSE,165000,,residential_sale,4,,None,0,0,1,,0,,176,,,0,None
LES BONS VILLERS,6210,Wallonie,APARTMENT,APARTMENT,175000,,residential_sale,2,,None,0,1,0,,0,,92,,,0,None
Arendonk,2370,Flanders,HOUSE,HOUSE,425000,1984,residential_sale,3,40,1,0,0,1,,0,,,825,4,0,GOOD
Anderlecht,1070,Brussels,APARTMENT,APARTMENT,170000,,residential_sale,1,,None,0,1,1,7,0,,60,,,0,None
Esneux,4130,Wallonie,APARTMENT,APARTMENT,170000,,residential_sale,2,,None,0,1,1,16,0,,145,,,0,None
Knokke-Heist,8301,Flanders,APARTMENT,APARTMENT,459000,,residential_sale,2,,None,0,0,1,,0,,80,,,0,None
SINT-JANS-MOLENBEEK,1080,Brussels,APARTMENT,APARTMENT,249000,,residential_sale,2,,None,0,1,1,5,0,,86,,,0,None
Mol,2400,Flanders,APARTMENT,APARTMENT,165000,,residential_sale,2,29,0,0,0,0,,0,,95,,,0,TO_BE_DONE_UP
Uccle,1180,Brussels,APARTMENT,APARTMENT,165000,,residential_sale,1,,None,0,1,0,,0,,48,,,0,None
Lochristi,9080,Flanders,APARTMENT,APARTMENT,249000,,residential_sale,3,28,0,0,1,1,9,0,,90,,2,0,
Mol,2400,Flanders,APARTMENT,APARTMENT,165000,,residential_sale,2,29,0,0,0,0,,0,,95,,,0,TO_BE_DONE_UP
Sprimont,4140,Wallonie,APARTMENT,APARTMENT,240000,,residential_sale,2,,None,0,0,1,8,0,,87,,,0,None
Liège,4000,Wallonie,APARTMENT,APARTMENT,169000,,residential_sale,1,,None,0,1,1,4,0,,56,,,0,None
Sint-Jans-Molenbeek,1080,Brussels,APARTMENT,APARTMENT,242000,,residential_sale,1,,None,0,0,0,,1,100,72,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,159000,,residential_sale,1,,None,0,0,1,,0,,35,,,0,None
Saint-Josse-ten-Noode,1210,Brussels,APARTMENT,APARTMENT,239000,,residential_sale,2,,None,0,0,1,3,0,,77,,,0,None
Ouffet,4590,Wallonie,APARTMENT,APARTMENT,149000,,residential_sale,2,,None,0,1,0,,1,1173,145,,,0,None
Esneux,4130,Wallonie,APARTMENT,APARTMENT,140000,,residential_sale,2,,None,0,1,0,,0,,93,,,0,None
Beloeil,7970,Wallonie,APARTMENT,APARTMENT,225000,,residential_sale,2,,None,0,1,0,,0,,101,,,0,None
GLONS,4690,Wallonie,APARTMENT,APARTMENT,155000,,residential_sale,2,,None,0,1,1,2,0,,75,,,0,None
